"Anatomical Structures, Cell Types and Biomarkers Table for Thymus v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Maigan Brusko; Rebecca T. Beuschel; Andrea J. Radtke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-4331-2202; 0000-0002-3882-457X; 0000-0003-4379-8967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Sarah A. Teichmann; Jakub Abramson; Tom Taghon; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6294-6366; 0000-0002-1745-8996; 0000-0002-5781-0288; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,DOI: 10.1126/science.aay3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM284.RFDC.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,05/06/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,All Protein Biomarkers,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein/10/LABEL,BProtein/10/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,REF/4,REF/4/DOI,REF/4/NOTES
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,sympathetic noradrenergic nerve,sympathetic noradrenergic neuron,CL:3000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tyrosine hydroxylase (TH)+,TH+,TH,HGNC:11782,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Mignini F, Sabbatini M, Mattioli L, Cosenza M, Artico M, Cavallotti C. Neuro-immune modulation of the thymus microenvironment (review). Int J Mol Med. 2014 Jun;33(6):1392-400.",DOI: 10.3892/ijmm.2014.1709,AS,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,efferent lymphatic,efferent lymphatic vessel,UBERON:0010397,,,,lymphatic endothelial cell,endothelial cell of lymphatic vessel,CL:0002138,,"CCL21, FABP5, LAPTM5, MMRN1, NTS, NUPR1, PROX1, SDPR, TFF3, TFPI",CCL21,CCL21,HGNC:10620,FABP5,FABP5,HGNC:3560,LAPTM5,LAPTM5,HGNC:29612,MMRN1,MMRN1,HGNC:7178,NTS,NTS,HGNC:8038,NUPR1,NUPR1,HGNC:29990,PROX1,PROX1,HGNC:9459,SDPR,SDPR,HGNC:10690,TFF3,TFF3,HGNC:11757,TFPI,TFPI,HGNC:11760,"lyve-1+, prox-1+",lyve-1+,LYVE1,HGNC:14687,prox-1+,PROX1,HGNC:9459,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",DOI: 10.1080/01926230600865549,AS-CT,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,corticomedullary boundary of thymus,thymus corticomedullary boundary,UBERON:0003988,,,,,,,corticomedullary thymic epithelial cell,corticomedullary thymic epithelial cell,CL:0009070 ,Added new term,"CCL2, CCL25, CTSV, CYR61, HCFC1R1, KRT5, P3H2, PLTP, TDGF1, TFPI2",CCL2,CCL2,HGNC:10618,CCL25,CCL25,HGNC:10624,CTSV,CTSV,HGNC:2538,CYR61,CCN1,HGNC:2654,HCFC1R1,HCFC1R1,HGNC:21198,KRT5,KRT5,HGNC:6442,P3H2,P3H2,HGNC:19317,PLTP,PLTP,HGNC:9093,TDGF1,TDGF1,HGNC:11701,TFPI2,TFPI2,HGNC:11761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Bautista JL, Cramer NT, Miller CN, Chavez J, Berrios DI, Byrnes LE, Germino J, Ntranos V, Sneddon JB, Burt TD, Gardner JM, Ye CJ, Anderson MS, Parent AV. Single-cell transcriptional profiling of human thymic stroma uncovers novel cellular heterogeneity in the thymic medulla. Nat Commun. 2021 Feb 17;12(1):1096.",DOI: 10.1038/s41467-021-21346-6,"AS-CT, CT-B",,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,CD4+ T single positive thymocyte,mature CD4 single-positive thymocyte,CL:0002436,,"ABLIM1, ADD3, C1orf288, CAMK4, DENND2D, GIMAP7, ID2, IFTIM2, RPL17, SELL",ABLIM1,ABLIM1,HGNC:78,ADD3,ADD3,HGNC:245,C1orf288,C1orf288,,CAMK4,CAMK4,HGNC:1464,DENND2D,DENND2D,HGNC:26192,GIMAP7,GIMAP7,HGNC:22404,ID2,ID2,HGNC:5361,RPL17,RPL17,HGNC:10307,SELL,SELL,HGNC:10720,,,,"CD1a-, CD4+, CD27+, CD45RA+/-, CD69+",CD1a-,CD1A,HGNC:1634,CD4+,CD4,HGNC:1678,CD27+,CD27,HGNC:11922,CD45RA+/-,PTPRC,HGNC:9666,CD69+,CD69,HGNC:1694,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Marcovecchio GE, Bortolomai I, Ferrua F, Fontana E, Imberti L, Conforti E, Amodio D, Bergante S, Macchiarulo G, D'Oria V, Conti F, Di Cesare S, Fousteri G, Carotti A, Giamberti A, Poliani PL, Notarangelo LD, Cancrini C, Villa A, Bosticardo M. Thymic Epithelium Abnormalities in DiGeorge and Down Syndrome Patients Contribute to Dysregulation in T Cell Development. Front Immunol. 2019 Mar 15;10:447.",DOI: 10.3389/fimmu.2019.00447,"AS-CT, CT-B","Bautista JL, Cramer NT, Miller CN, Chavez J, Berrios DI, Byrnes LE, Germino J, Ntranos V, Sneddon JB, Burt TD, Gardner JM, Ye CJ, Anderson MS, Parent AV. Single-cell transcriptional profiling of human thymic stroma uncovers novel cellular heterogeneity in the thymic medulla. Nat Commun. 2021 Feb 17;12(1):1096.",DOI: 10.1038/s41467-021-21346-6,"AS-CT, CT-B",,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,cytotoxic CD4 T cell,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,,"ARID5B, CKLF, CST7, DUSP4, GZMA, GZMK, IL10, PRDM1, RGS1, RNF19A",ARID5B,ARID5B,HGNC:17362,CKLF,CKLF,HGNC:13253,CST7,CST7,HGNC:2479,DUSP4,DUSP4,HGNC:3070,GZMA,GZMA,HGNC:4708,GZMK,GZMK,HGNC:4711,IL10,IL10,HGNC:5962,PRDM1,PRDM1,HGNC:9346,RGS1,RGS1,HGNC:9991,RNF19A,RNF19A,HGNC:13432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,CD4+ T memory T cell,"CD4-positive, alpha-beta memory T cell",CL:0000897,,"ANXA1, AP3M2, CCR7, CD69, GPR183, IL7R, KLF2, LTB, RGCC, RPL36A",ANXA1,ANXA1,HGNC:533,AP3M2,AP3M2,HGNC:570,CCR7,CCR7,HGNC:1608,CD69,CD69,HGNC:1694,GPR183,GPR183,HGNC:3128,IL7R,IL7R,HGNC:6024,KLF2,KLF2,HGNC:6347,LTB,LTB,HGNC:6711,RGCC,RGCC,HGNC:20369,RPL36A,RPL36A,HGNC:10359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,CD8+ T single positive thymocyte,mature CD8 single-positive thymocyte,CL:0002437,,"ACTN1, CD7, CD8A, CD8B, CHI3L2, GZMM, IL7R, LRRN3, STK17A",ACTN1,ACTN1,HGNC:163,CD7,CD7,HGNC:1695,CD8A,CD8A,HGNC:1706,CD8B,CD8B,HGNC:1707,CHI3L2,CHI3L2,HGNC:1933,GZMM,GZMM,HGNC:4712,IL7R,IL7R,HGNC:6024,LRRN3,LRRN3,HGNC:17200,STK17A,STK17A,HGNC:11395,,,,"CD1a-, CD8+, CD27+, CD45RA+/-, CD69+",CD1a-,CD1A,HGNC:1634,CD8+,CD8A,HGNC:1706,CD27+,CD27,HGNC:11922,CD45RA+/-,PTPRC,HGNC:9666,CD69+,CD69,HGNC:1694,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,"Marcovecchio GE, Bortolomai I, Ferrua F, Fontana E, Imberti L, Conforti E, Amodio D, Bergante S, Macchiarulo G, D'Oria V, Conti F, Di Cesare S, Fousteri G, Carotti A, Giamberti A, Poliani PL, Notarangelo LD, Cancrini C, Villa A, Bosticardo M. Thymic Epithelium Abnormalities in DiGeorge and Down Syndrome Patients Contribute to Dysregulation in T Cell Development. Front Immunol. 2019 Mar 15;10:447.",DOI: 10.3389/fimmu.2019.00447,"AS-CT, CT-B","Bautista JL, Cramer NT, Miller CN, Chavez J, Berrios DI, Byrnes LE, Germino J, Ntranos V, Sneddon JB, Burt TD, Gardner JM, Ye CJ, Anderson MS, Parent AV. Single-cell transcriptional profiling of human thymic stroma uncovers novel cellular heterogeneity in the thymic medulla. Nat Commun. 2021 Feb 17;12(1):1096.",DOI: 10.1038/s41467-021-21346-6,"AS-CT, CT-B",,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,CD8+ T memory,"CD8-positive, alpha-beta memory T cell",CL:0000909,,"CCL4, CCL5, CD8A, CD8B, CRTAM, CST7, GZMK, LYAR, NKG7, RGCC",CCL4,CCL4,HGNC:10630,CCL5,CCL5,HGNC:10632,CD8A,CD8A,HGNC:1706,CD8B,CD8B,HGNC:1707,CRTAM,CRTAM,HGNC:24313,CST7,CST7,HGNC:2479,GZMK,GZMK,HGNC:4711,LYAR,LYAR,HGNC:26021,NKG7,NKG7,HGNC:7830,RGCC,RGCC,HGNC:20369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,CD8aa(I) thymocyte,CD8aa(I) thymocyte,CL:0009068,Added new term,"CD2, CD8A, CD27, CD28, LCP2, LEF1, NUCB2, PRKCH, PTPN7, TRAC",CD2,CD2,HGNC:1639,CD8A,CD8A,HGNC:1706,CD27,CD27,HGNC:11922,CD28,CD28,HGNC:1653,LCP2,LCP2,HGNC:6529,LEF1,LEF1,HGNC:6551,NUCB2,NUCB2,HGNC:8044,PRKCH,PRKCH,HGNC:9403,PTPN7,PTPN7,HGNC:9659,TRAC,TRAC,HGNC:12029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B",,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,CD8aa(II) thymocyte,CD8aa(II) thymocyte,CL:0009069,Added new term,"ACTN1, CD7, CTSW, HCST, IKZF2, MME, SMC4, SMIM24, TRGC2, ZNF683",ACTN1,ACTN1,HGNC:163,CD7,CD7,HGNC:1695,CTSW,CTSW,HGNC:2546,HCST,HCST,HGNC:16977,IKZF2,IKZF2,HGNC:13177,MME,MME,HGNC:7154,SMC4,SMC4,HGNC:14013,SMIM24,SMIM24,HGNC:37244,TRGC2,TRGC2,HGNC:12276,ZNF683,ZNF683,HGNC:28495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B",,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,T follicular helper cell,T follicular helper cell,CL:0002038,,"ALG13, CCNH, DDIT4, EIF4A3, FAM177A1, FLT3LG, FOSB, IL7R, NDUFV2, NR4A2",ALG13,ALG13,HGNC:30881,CCNH,CCNH,HGNC:1594,DDIT4,DDIT4,HGNC:24944,EIF4A3,EIF4A3,HGNC:18683,FAM177A1,FAM177A1,HGNC:19829,FLT3LG,FLT3LG,HGNC:3766,FOSB,FOSB,HGNC:3797,IL7R,IL7R,HGNC:6024,NDUFV2,NDUFV2,HGNC:7717,NR4A2,NR4A2,HGNC:7981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,CT-B,,,,,,,,,
thoracic thymus,thymus,UBERON:0002370,thymus lobe,thymus lobe,UBERON:0005483,thymus lobule,thymus lobule,UBERON:0002125,medulla of thymus,medulla of thymus,UBERON:0002124,,,,,,,regulatory T cells,naive regulatory T cell,CL:0002677,,"BATF, CARD16, CTLA4, FOXP3, GBP2, IL32, PIM2, PMAIP1, S100A4, TIGIT",BATF,BATF,HGNC:958,CARD16,CARD16,HGNC:33701,CTLA4,CTLA4,HGNC:2505,FOXP3,FOXP3,HGNC:6106,GBP2,GBP2,HGNC:4183,IL32,IL32,HGNC:16830,PIM2,PIM2,HGNC:8987,PMAIP1,PMAIP1,HGNC:9108,S100A4,S100A4,HGNC:10494,TIGIT,TIGIT,HGNC:26838,"CD4+, FOXP3+, helios+",CD4+,CD4,HGNC:1678,FOXP3+,FOXP3,HGNC:6106,helios+,IKZF2,HGNC:13177,,,,,,,,,,,,,,,,,,,,,,thymus lobule,thymus lobule,UBERON:0002125,"Park JE, Botting RA, Domínguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",DOI: 10.1126/science.aay3224,"AS-CT, CT-B","Marcovecchio GE, Bortolomai I, Ferrua F, Fontana E, Imberti L, Conforti E, Amodio D, Bergante S, Macchiarulo G, D'Oria V, Conti F, Di Cesare S, Fousteri G, Carotti A, Giamberti A, Poliani PL, Notarangelo LD, Cancrini C, Villa A, Bosticardo M. Thymic Epithelium Abnormalities in DiGeorge and Down Syndrome Patients Contribute to Dysregulation in T Cell Development. Front Immunol. 2019 Mar 15;10:447.",DOI: 10.3389/fimmu.2019.00447,CT-B,"Watanabe N, Wang YH, Lee HK, Ito T, Wang YH, Cao W, Liu YJ. Hassall's corpuscles instruct dendritic cells to induce CD4+CD25+ regulatory T cells in human thymus. Nature. 2005 Aug 25;436(7054):1181-5.",DOI: 10.1038/nature03886,"AS-CT, CT-B",,,
