"Anatomical Structures, Cell Types and Biomarkers Table for Brain v1.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Jeremy A. Miller; Raymond Sanchez; Richard Scheuermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0003-4549-588X; 0000-0001-9141-090X; 0000-0003-1355-892X ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ed Lein; David Osumi-Sutherland; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-9012-6552; 0000-0002-7073-9172; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"DOI: 10.1002/cne.24080, DOI: 10.1038/s41586-021-03465-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM527.JQCW.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,5/6/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS SLC22A18,Exc L5 THEMIS SLC22A18 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015088,,"BTNL9, CCBE1, LOC401134, SLC7A11",BTNL9,,,CCBE1,,,LOC401134,,,SLC7A11,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 THEMIS TNFAIP6,Exc L5-6 THEMIS TNFAIP6 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015089,,"LOC105373893, LOC105378031, LTBP1, TSHZ2",LOC105373893,,,LOC105378031,,,LTBP1,,,TSHZ2,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB LNX2,Exc L3-5 RORB LNX2 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015090,,"LOC105374971, LOC105377703, TRABD2A",LOC105374971,,,LOC105377703,,,TRABD2A,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB RPRM,Exc L3-5 RORB RPRM primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015091,,"LOC105374971, LOC105374973, RPRM",LOC105374971,,,LOC105374973,,,RPRM,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 RORB MED8,Exc L5 RORB MED8 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015092,,"COL22A1, LOC401134, NPFFR2",COL22A1,,,LOC401134,,,NPFFR2,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS FGF10,Exc L5 THEMIS FGF10 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015093,,"BDNF, CRH, NPFFR2",BDNF,,,CRH,,,NPFFR2,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 THEMIS LINC00343,Exc L6 THEMIS LINC00343 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015094,,"ANKRD30B, LINC00299, LINC00343",ANKRD30B,,,LINC00299,,,LINC00343,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 THEMIS SLN,Exc L6 THEMIS SLN primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015095,,"FAM163A, LOC105371832, LOC105374524",FAM163A,,,LOC105371832,,,LOC105374524,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 THEMIS SNTG2,Exc L6 THEMIS SNTG2 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015096,,"LOC101927389, LOC105371310",LOC101927389,,,LOC105371310,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 THEMIS SMYD1 (L6 IT Car3),Exc L5-6 THEMIS SMYD1 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015097,,"ATP10A, TRPC5",ATP10A,,,TRPC5,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 OR1L8,Exc L5-6 FEZF2 OR1L8 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015098,,"LGR6, LOC101927439, LOC105374392, LOC105377183",LGR6,,,LOC101927439,,,LOC105374392,,,LOC105377183,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS LINC01116,Exc L5 THEMIS LINC01116 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015099,,"LOC105369890, LOC105371663",LOC105369890,,,LOC105371663,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 THEMIS RGPD6,Exc L5 THEMIS RGPD6 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015100,,"DDR2, LOC105371663, THEMIS",DDR2,,,LOC105371663,,,THEMIS,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 C9orf135-AS1,Exc L5-6 FEZF2 C9orf135-AS1 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015101,,"EGFEM1P, FOXP2, SEMA5A",EGFEM1P,,,FOXP2,,,SEMA5A,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 FILIP1L,Exc L5-6 FEZF2 FILIP1L primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015102,,"LOC100128497, MCTP2, SEC16B, SULF1",LOC100128497,,,MCTP2,,,SEC16B,,,SULF1,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 SH2D1B,Exc L5-6 FEZF2 SH2D1B primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015103,,"ADAMTSL1, MEIS2, NLGN4Y, PAPSS2",ADAMTSL1,,,MEIS2,,,NLGN4Y,,,PAPSS2,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 PDYN,Exc L6 FEZF2 PDYN primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015104,,"GBP2, PDYN",GBP2,,,PDYN,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 FFAR4,Exc L6 FEZF2 FFAR4 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015105,,"FER1L6_AS2, LOC105378486",FER1L6_AS2,,,LOC105378486,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 PROKR2,Exc L6 FEZF2 PROKR2 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015106,,"LOC105371310, SLITRK6",LOC105371310,,,SLITRK6,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 CFTR,Exc L5-6 FEZF2 CFTR primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015107,,"LOC105374392, NR4A2, SEMA3D",LOC105374392,,,NR4A2,,,SEMA3D,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 KLK7,Exc L6 FEZF2 KLK7 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015108,,"LOC101927439, MDFIC",LOC101927439,,,MDFIC,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L6 FEZF2 POGK,Exc L6 FEZF2 POGK primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015109,,"ADD3_AS1, LOC100132891, PCOLCE2",ADD3_AS1,,,LOC100132891,,,PCOLCE2,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 FEZF2 CSN1S1,Exc L5 FEZF2 CSN1S1 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015110,,"LOC105373592, OPN4, VAT1L",LOC105373592,,,OPN4,,,VAT1L,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 FEZF2 ASGR2,Exc L3-5 FEZF2 ASGR2 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015111,,"LOC105376457, OR51E2",LOC105376457,,,OR51E2,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 FEZF2 LINC01107,Exc L3-5 FEZF2 LINC01107 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015112,,"BTNL9, EDNRB",BTNL9,,,EDNRB,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 FEZF2 PKD2L1,Exc L5 FEZF2 PKD2L1 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015113,,"NPSR1_AS1, VGLL3",NPSR1_AS1,,,VGLL3,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 FEZF2 NREP-AS1,Exc L5 FEZF2 NREP-AS1 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015114,,"ADAMTS12, CD36, LOC105370315",ADAMTS12,,,CD36,,,LOC105370315,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5 FEZF2 RNF144A-AS1,Exc L5 FEZF2 RNF144A-AS1 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015115,,"CD36, LOC105369818, LOC105370019",CD36,,,LOC105369818,,,LOC105370019,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 IFNG-AS1,Exc L5-6 FEZF2 IFNG-AS1 primary motor cortex glutamatergic neuron (Homo sapiens),PCL:0015116,,"LOC105369818, NPSR1_AS1",LOC105369818,,,NPSR1_AS1,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L5-6 FEZF2 LPO,Exc L5-6 FEZF2 LPO primary motor cortex oligodendrocyte precursor cell (Homo sapiens),PCL:0015117,,"LOC101928114, LOC105376372",LOC101928114,,,LOC105376372,,,,,,,,,,,,,,,,,,"Bakken, Trygve E et al. 2021. “Comparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.” Nature 598 (7879): 111–19. https://doi.org/10.1038/s41586-021-03465-8.",DOI: 10.1038/s41586-021-03465-8,,,,
